,GEO_ID,tot_vap,white_alone_vap,any_part_black_vap,any_part_aian_vap,any_part_asian_vap,any_part_nhpi_vap,hispanic_latino_vap,not_hispanic_latino_vap,white_latino_vap,poc_latino_vap,any_part_poc_vap,multiracial_vap,total_housing_units,total_occupied_housing,total_vacant_housing,tot_pop,poc_aian_vap,any_part_black_latino_vap
26134,1000000US170315306001021,24,0,24,0,0,0,0,24,0,0,24,0,10,10,0,27,0,0
26135,1000000US170315306001022,29,0,29,0,0,0,0,29,0,0,29,0,10,10,0,37,0,0
26136,1000000US170315306001023,21,1,20,0,0,0,1,20,0,1,20,0,13,13,0,27,0,1
26137,1000000US170315306001024,25,0,25,0,0,0,0,25,0,0,25,0,12,12,0,26,0,0
26138,1000000US170315306001025,18,0,18,0,0,0,0,18,0,0,18,0,7,7,0,24,0,0
26139,1000000US170315306001026,33,0,33,0,0,0,0,33,0,0,33,4,12,12,0,42,0,0
26140,1000000US170315306001027,29,0,29,0,0,0,0,29,0,0,29,0,15,15,0,37,0,0
26141,1000000US170315306001028,58,1,57,0,0,0,3,55,0,3,57,0,28,27,1,77,0,3
26142,1000000US170315306001029,66,0,66,1,0,0,0,66,0,0,66,1,42,38,4,96,1,0
26143,1000000US170315306001030,222,0,222,2,0,0,0,222,0,0,222,2,179,174,5,382,0,0
26144,1000000US170315306001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26145,1000000US170315306001032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26146,1000000US170315306001033,13,0,13,0,0,0,0,13,0,0,13,0,7,7,0,25,0,0
26147,1000000US170315306001034,9,0,8,0,0,0,0,9,0,0,9,1,5,4,1,16,0,0
26148,1000000US170315306001035,25,0,25,0,0,0,0,25,0,0,25,0,13,12,1,31,0,0
26149,1000000US170315306001036,29,0,29,0,0,0,0,29,0,0,29,0,13,12,1,34,0,0
26150,1000000US170315306001037,33,0,33,0,0,0,0,33,0,0,33,0,13,13,0,44,0,0
26151,1000000US170315306001038,7,0,7,0,0,0,0,7,0,0,7,0,3,3,0,8,0,0
26152,1000000US170315306001039,20,0,20,0,0,0,0,20,0,0,20,0,6,6,0,26,0,0
26153,1000000US170315306001040,4,0,4,0,0,0,0,4,0,0,4,0,2,2,0,8,0,0
26154,1000000US170315306001041,9,0,9,0,0,0,0,9,0,0,9,0,6,6,0,11,0,0
26155,1000000US170315306002000,15,0,15,0,0,0,0,15,0,0,15,0,8,7,1,15,0,0
26156,1000000US170315306002001,13,0,13,0,0,0,0,13,0,0,13,0,7,7,0,16,0,0
26157,1000000US170315306002002,17,0,17,0,0,0,0,17,0,0,17,0,11,10,1,24,0,0
26158,1000000US170315306002003,23,0,23,0,0,0,0,23,0,0,23,0,14,13,1,42,0,0
26159,1000000US170315306002004,5,0,5,0,0,0,0,5,0,0,5,0,2,2,0,5,0,0
26160,1000000US170315306002005,36,1,35,0,0,0,0,36,0,0,35,0,15,13,2,46,0,0
26161,1000000US170315306002006,11,0,11,0,0,0,0,11,0,0,11,0,7,7,0,12,0,0
26162,1000000US170315306002007,16,0,16,0,0,0,0,16,0,0,16,0,7,7,0,18,0,0
26163,1000000US170315306002008,28,0,28,2,0,0,0,28,0,0,28,2,13,13,0,33,0,0
26164,1000000US170315306002009,19,1,18,0,0,0,1,18,0,1,18,0,8,8,0,25,0,1
26165,1000000US170315306002010,13,0,13,0,0,0,2,11,0,2,13,0,7,7,0,20,0,2
26166,1000000US170315306002011,19,0,19,0,0,0,0,19,0,0,19,0,7,6,1,28,0,0
26167,1000000US170315306002012,20,1,19,0,0,0,0,20,0,0,19,0,8,8,0,26,0,0
26168,1000000US170315306002013,17,0,17,0,0,0,0,17,0,0,17,0,7,7,0,20,0,0
26169,1000000US170315306002014,16,0,16,0,0,0,0,16,0,0,16,0,7,6,1,19,0,0
26170,1000000US170315306002015,50,0,50,0,0,0,1,49,0,1,50,0,26,25,1,59,0,1
26171,1000000US170315306002016,26,0,26,0,0,0,0,26,0,0,26,0,13,11,2,34,0,0
26172,1000000US170315306002017,15,1,14,0,0,0,0,15,0,0,14,0,6,6,0,25,0,0
26173,1000000US170315306002018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26174,1000000US170315306002019,18,0,18,0,0,0,1,17,0,1,18,0,10,10,0,26,0,1
26175,1000000US170315306002020,8,0,8,0,0,0,0,8,0,0,8,0,4,4,0,12,0,0
26176,1000000US170315306002021,40,3,36,1,0,0,0,40,0,0,37,1,17,17,0,52,0,0
26177,1000000US170315306002022,11,0,11,0,0,0,0,11,0,0,11,0,4,4,0,11,0,0
26178,1000000US170315306002023,10,0,10,0,0,0,0,10,0,0,10,0,6,6,0,17,0,0
26179,1000000US170315306002024,7,0,7,0,0,0,0,7,0,0,7,0,3,3,0,8,0,0
26180,1000000US170315306002025,17,0,17,0,0,0,0,17,0,0,17,0,9,8,1,23,0,0
26181,1000000US170315306002026,51,0,51,0,0,0,0,51,0,0,51,0,23,20,3,61,0,0
26182,1000000US170315306002027,20,0,20,0,0,0,0,20,0,0,20,0,10,10,0,29,0,0
26183,1000000US170315306002028,78,1,77,3,0,0,0,78,0,0,77,5,31,28,3,102,3,0
26184,1000000US170315306002029,42,0,42,0,0,0,0,42,0,0,42,0,14,13,1,50,0,0
26185,1000000US170315306002030,21,2,19,0,0,0,0,21,0,0,19,0,11,10,1,29,0,0
26186,1000000US170315306002031,29,0,29,0,0,0,0,29,0,0,29,0,12,12,0,43,0,0
26187,1000000US170315306002032,1,0,1,0,0,0,0,1,0,0,1,0,5,1,4,1,0,0
26188,1000000US170315306002033,12,0,12,0,0,0,0,12,0,0,12,0,7,6,1,18,0,0
26189,1000000US170315306003000,26,0,25,0,1,0,0,26,0,0,26,0,15,13,2,43,0,0
26190,1000000US170315306003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26191,1000000US170315306003002,17,0,17,0,0,0,0,17,0,0,17,2,11,11,0,22,0,0
26192,1000000US170315306003003,8,0,8,0,0,0,0,8,0,0,8,0,9,4,5,15,0,0
26193,1000000US170315306003004,29,2,27,0,0,0,0,29,0,0,27,0,12,10,2,32,0,0
26194,1000000US170315306003005,57,0,57,0,0,0,0,57,0,0,57,0,27,24,3,77,0,0
26195,1000000US170315306003006,28,0,28,0,0,0,0,28,0,0,28,0,16,13,3,32,0,0
26196,1000000US170315306003007,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0
26197,1000000US170315306003008,9,0,9,0,0,0,0,9,0,0,9,0,19,8,11,10,0,0
26198,1000000US170315306003009,9,0,9,0,0,0,0,9,0,0,9,0,9,6,3,9,0,0
26199,1000000US170315306003010,27,0,27,0,0,0,2,25,0,2,27,0,11,11,0,39,0,2
26200,1000000US170315306003011,8,0,8,0,0,0,0,8,0,0,8,0,10,6,4,10,0,0
26201,1000000US170315306003012,8,0,8,0,0,0,0,8,0,0,8,0,6,6,0,9,0,0
26202,1000000US170315306003013,28,0,28,0,0,0,0,28,0,0,28,0,11,10,1,35,0,0
26203,1000000US170315306003014,5,0,5,0,0,0,0,5,0,0,5,0,5,4,1,12,0,0
26204,1000000US170315306003015,50,0,50,0,0,0,0,50,0,0,50,0,24,22,2,71,0,0
26205,1000000US170315306003016,13,0,13,0,0,0,0,13,0,0,13,0,9,7,2,24,0,0
26206,1000000US170315306003017,22,0,22,2,0,0,0,22,0,0,22,2,14,11,3,29,2,0
26207,1000000US170315306003018,22,0,22,0,0,0,0,22,0,0,22,0,11,10,1,35,0,0
26208,1000000US170315306003019,10,0,10,0,0,0,0,10,0,0,10,0,11,5,6,12,0,0
26209,1000000US170315306003020,17,0,17,0,0,0,0,17,0,0,17,0,8,6,2,17,0,0
26210,1000000US170315306003021,7,0,7,0,0,0,0,7,0,0,7,0,3,3,0,8,0,0
26211,1000000US170315306003022,56,0,56,1,0,0,0,56,0,0,56,1,35,31,4,90,1,0
26212,1000000US170315306003023,26,0,26,0,0,0,0,26,0,0,26,0,22,11,11,39,0,0
26213,1000000US170315306003024,5,0,5,0,0,0,0,5,0,0,5,0,3,3,0,7,0,0
26214,1000000US170315306003025,34,0,34,0,2,0,0,34,0,0,34,2,15,15,0,63,0,0
26215,1000000US170315306003026,12,0,12,1,0,0,0,12,0,0,12,1,7,6,1,15,1,0
26216,1000000US170315306003027,5,0,5,0,0,0,0,5,0,0,5,0,2,2,0,5,0,0
26217,1000000US170315306003028,14,0,14,0,0,0,0,14,0,0,14,0,9,6,3,22,0,0
26218,1000000US170315306003029,31,2,29,0,0,0,2,29,0,2,29,3,12,12,0,38,0,2
26219,1000000US170315306003030,10,0,10,0,0,0,1,9,0,1,10,1,6,6,0,11,0,1
26220,1000000US170315306003031,19,0,19,1,0,0,0,19,0,0,19,1,9,8,1,29,0,0
26221,1000000US170315306003032,28,2,26,0,0,0,0,28,0,0,26,0,16,13,3,32,0,0
26222,1000000US170315401011000,92,0,92,0,0,0,0,92,0,0,92,0,61,56,5,171,0,0
26223,1000000US170315401011001,298,0,295,3,0,0,3,295,0,3,298,4,217,209,8,557,2,1
26224,1000000US170315401011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26225,1000000US170315401011003,44,0,44,0,0,0,0,44,0,0,44,0,34,33,1,93,0,0
26226,1000000US170315401011004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
26227,1000000US170315401011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26228,1000000US170315401011006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26229,1000000US170315401011007,4,0,4,0,0,0,0,4,0,0,4,0,3,2,1,7,0,0
26230,1000000US170315401011008,19,1,18,0,0,0,0,19,0,0,18,0,9,5,4,23,0,0
26231,1000000US170315401011009,7,0,7,0,0,0,0,7,0,0,7,0,4,2,2,10,0,0
26232,1000000US170315401011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26233,1000000US170315401011011,3,0,3,0,0,0,0,3,0,0,3,0,3,2,1,3,0,0
26234,1000000US170315401011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26235,1000000US170315401011013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26236,1000000US170315401011014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26237,1000000US170315401011015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26238,1000000US170315401011016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26239,1000000US170315401011017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26240,1000000US170315401011018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26241,1000000US170315401011019,217,8,144,2,2,0,63,154,0,63,209,9,115,88,27,322,2,0
26242,1000000US170315401011020,10,0,10,0,0,0,0,10,0,0,10,0,6,4,2,14,0,0
26243,1000000US170315401011021,2,0,2,0,0,0,0,2,0,0,2,0,5,1,4,2,0,0
26244,1000000US170315401011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26245,1000000US170315401011023,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
26246,1000000US170315401011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26247,1000000US170315401011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26248,1000000US170315401011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26249,1000000US170315401011027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26250,1000000US170315401011028,21,6,15,0,0,0,0,21,0,0,15,0,15,10,5,33,0,0
26251,1000000US170315401011029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26252,1000000US170315401012000,147,0,147,1,0,0,1,146,0,1,147,1,102,93,9,255,1,1
26253,1000000US170315401012001,3,0,3,0,0,0,0,3,0,0,3,0,27,1,26,6,0,0
26254,1000000US170315401012002,282,0,282,0,0,0,0,282,0,0,282,0,168,160,8,507,0,0
26255,1000000US170315401012003,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0
26256,1000000US170315401012004,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,0,0
26257,1000000US170315401012005,2,0,2,0,0,0,0,2,0,0,2,0,12,1,11,2,0,0
26258,1000000US170315401012006,3,0,3,0,0,0,0,3,0,0,3,0,5,2,3,4,0,0
26259,1000000US170315401012007,5,0,5,0,0,0,0,5,0,0,5,0,5,2,3,10,0,0
26260,1000000US170315401012008,13,0,13,0,0,0,0,13,0,0,13,0,5,5,0,13,0,0
26261,1000000US170315401012009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26262,1000000US170315401012010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26263,1000000US170315401012011,12,0,11,0,0,0,1,11,0,1,12,0,5,5,0,15,0,0
26264,1000000US170315401012012,13,0,13,0,0,0,0,13,0,0,13,0,8,6,2,18,0,0
26265,1000000US170315401012013,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0
26266,1000000US170315401012014,12,1,9,0,0,0,2,10,0,2,11,0,10,7,3,26,0,0
26267,1000000US170315401012015,11,0,11,0,0,0,0,11,0,0,11,0,5,4,1,13,0,0
26268,1000000US170315401012016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26269,1000000US170315401013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26270,1000000US170315401013001,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0
26271,1000000US170315401013002,212,0,209,2,0,0,2,210,0,2,212,2,127,123,4,483,2,0
26272,1000000US170315401013003,190,0,189,2,0,0,1,189,0,1,190,2,128,111,17,358,2,1
26273,1000000US170315401013004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26274,1000000US170315401013005,39,0,39,2,0,0,0,39,0,0,39,2,51,18,33,55,2,0
26275,1000000US170315401013006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26276,1000000US170315401013007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26277,1000000US170315401013008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26278,1000000US170315401013009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26279,1000000US170315401013010,142,1,140,1,0,0,0,142,0,0,141,1,117,91,26,369,1,0
26280,1000000US170315401013011,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0
26281,1000000US170315401014000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26282,1000000US170315401014001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26283,1000000US170315401014002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26284,1000000US170315401014003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26285,1000000US170315401014004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26286,1000000US170315401014005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26287,1000000US170315401014006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26288,1000000US170315401014007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26289,1000000US170315401014008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26290,1000000US170315401014009,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0
26291,1000000US170315401014010,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0
26292,1000000US170315401014011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26293,1000000US170315401014012,1,0,1,0,0,0,0,1,0,0,1,0,30,1,29,1,0,0
26294,1000000US170315401014013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26295,1000000US170315401014014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26296,1000000US170315401014015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26297,1000000US170315401014016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26298,1000000US170315401014017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26299,1000000US170315401014018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26300,1000000US170315401021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26301,1000000US170315401021001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26302,1000000US170315401021002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26303,1000000US170315401021003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26304,1000000US170315401021004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26305,1000000US170315401021005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26306,1000000US170315401021006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26307,1000000US170315401021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26308,1000000US170315401021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26309,1000000US170315401021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26310,1000000US170315401021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26311,1000000US170315401021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26312,1000000US170315401021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26313,1000000US170315401021013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26314,1000000US170315401021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26315,1000000US170315401021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26316,1000000US170315401021016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26317,1000000US170315401021017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26318,1000000US170315401021018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26319,1000000US170315401021019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26320,1000000US170315401021020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26321,1000000US170315401021021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26322,1000000US170315401021022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26323,1000000US170315401021023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26324,1000000US170315401021024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26325,1000000US170315401021025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26326,1000000US170315401021026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26327,1000000US170315401021027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26328,1000000US170315401021028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26329,1000000US170315401021029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26330,1000000US170315401021030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26331,1000000US170315401021031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26332,1000000US170315401021032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26333,1000000US170315401021033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26334,1000000US170315401021034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26335,1000000US170315401021035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26336,1000000US170315401021036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26337,1000000US170315401021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26338,1000000US170315401021038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26339,1000000US170315401021039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26340,1000000US170315401021040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26341,1000000US170315401021041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26342,1000000US170315401021042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26343,1000000US170315401021043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26344,1000000US170315401021044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26345,1000000US170315401021045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26346,1000000US170315401021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26347,1000000US170315401021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26348,1000000US170315401021048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26349,1000000US170315401021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26350,1000000US170315401021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26351,1000000US170315401021051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26352,1000000US170315401021052,81,0,81,0,0,0,0,81,0,0,81,0,36,34,2,109,0,0
26353,1000000US170315401021053,400,2,397,3,0,0,1,399,0,1,398,3,288,280,8,712,3,1
26354,1000000US170315401021054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26355,1000000US170315401021055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26356,1000000US170315401021056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26357,1000000US170315401021057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26358,1000000US170315401021058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26359,1000000US170315401021059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26360,1000000US170315401022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26361,1000000US170315401022001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26362,1000000US170315401022002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26363,1000000US170315401022003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26364,1000000US170315401022004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26365,1000000US170315401022005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26366,1000000US170315401022006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26367,1000000US170315401022007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26368,1000000US170315401022008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26369,1000000US170315401022009,105,0,105,0,0,0,0,105,0,0,105,0,61,59,2,169,0,0
26370,1000000US170315401022010,93,0,91,2,0,0,0,93,0,0,93,0,52,50,2,158,2,0
26371,1000000US170315401022011,15,0,15,0,0,0,0,15,0,0,15,0,8,8,0,24,0,0
26372,1000000US170315401022012,133,0,133,0,0,0,2,131,0,2,133,0,70,68,2,218,0,2
26373,1000000US170315401022013,383,0,383,0,2,0,0,383,0,0,383,3,192,189,3,608,0,0
26374,1000000US170315401022014,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59,0,0,0
26375,1000000US170315401022015,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0
26376,1000000US170315401022016,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0
26377,1000000US170315401022017,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0
26378,1000000US170315401022018,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
26379,1000000US170315401022019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26380,1000000US170315401022020,126,0,126,1,0,0,0,126,0,0,126,2,64,64,0,194,1,0
26381,1000000US170315401022021,71,0,71,0,0,0,0,71,0,0,71,0,47,46,1,131,0,0
26382,1000000US170315401023000,49,0,49,0,0,0,2,47,0,2,49,1,26,23,3,68,0,2
26383,1000000US170315401023001,55,0,55,0,0,0,0,55,0,0,55,0,26,24,2,80,0,0
26384,1000000US170315401023002,78,0,78,0,0,0,1,77,0,1,78,0,42,38,4,106,0,1
26385,1000000US170315401023003,51,0,51,0,0,0,0,51,0,0,51,0,28,25,3,67,0,0
26386,1000000US170315401023004,87,0,87,1,0,0,0,87,0,0,87,1,53,42,11,119,0,0
26387,1000000US170315401023005,10,0,10,0,0,0,0,10,0,0,10,0,5,5,0,17,0,0
26388,1000000US170315401023006,51,1,50,0,0,0,0,51,0,0,50,0,26,23,3,69,0,0
26389,1000000US170315401023007,54,0,54,0,0,0,0,54,0,0,54,0,22,20,2,83,0,0
26390,1000000US170315401023008,16,0,16,0,0,0,0,16,0,0,16,0,10,7,3,26,0,0
26391,1000000US170315401023009,61,1,60,0,0,0,2,59,0,2,60,1,36,30,6,92,0,2
26392,1000000US170315401023010,41,0,41,0,0,0,0,41,0,0,41,2,22,20,2,59,0,0
26393,1000000US170315501001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26394,1000000US170315501001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26395,1000000US170315501001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26396,1000000US170315501001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26397,1000000US170315501001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26398,1000000US170315501001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26399,1000000US170315501001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26400,1000000US170315501001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26401,1000000US170315501001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26402,1000000US170315501001009,4,1,0,0,0,0,3,1,0,3,3,0,2,2,0,5,0,0
26403,1000000US170315501001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26404,1000000US170315501001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26405,1000000US170315501001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26406,1000000US170315501001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26407,1000000US170315501001014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26408,1000000US170315501001015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26409,1000000US170315501001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26410,1000000US170315501001017,28,12,0,0,1,0,15,13,0,15,16,3,14,14,0,33,0,0
26411,1000000US170315501001018,19,10,4,0,0,1,4,15,0,4,9,1,13,11,2,22,0,0
26412,1000000US170315501001019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26413,1000000US170315501001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26414,1000000US170315501001021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26415,1000000US170315501001022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
